SGG_NM,BJDONG_NM,HOUSE_TYPE,PRICE_PER,CENTER_LONG,CENTER_LATI
강남구,개포동,단독다가구,3942.3185160107682,127.06259188505676,37.48027638208536
강남구,논현동,단독다가구,5672.079757317425,127.031712478427,37.51367912993379
강남구,대치동,단독다가구,5104.082693765196,127.06334667950938,37.49918983082211
강남구,도곡동,단독다가구,3821.589617701544,127.04527689043202,37.48859587613891
강남구,삼성동,단독다가구,6199.207819133558,127.0561216060426,37.5139689371812
강남구,세곡동,단독다가구,6632.998319417443,127.10459678585212,37.46436944623918
강남구,수서동,단독다가구,5989.98539202975,127.09671869070247,37.48587602939197
강남구,신사동,단독다가구,7151.740702067749,127.0265021417178,37.52380657423338
강남구,압구정동,단독다가구,6688.382632622506,127.02847878449757,37.530736240237125
강남구,역삼동,단독다가구,4637.940264045515,127.0385490769512,37.50007839967135
강남구,율현동,단독다가구,3207.578490634908,127.11207067721938,37.47081185783545
강남구,일원동,단독다가구,4093.966597505867,127.08286049104916,37.488008106820445
강남구,자곡동,단독다가구,8134.525292796081,127.10035102126302,37.476268479930354
강남구,청담동,단독다가구,10452.85719841571,127.0504717775772,37.52439589934928
강동구,강일동,단독다가구,6812.860654187937,127.17338353679996,37.568915836694416
강동구,고덕동,단독다가구,2880.233614096442,127.15823011188463,37.56382203459346
강동구,길동,단독다가구,1867.180905430295,127.14592904185352,37.53961619000997
강동구,둔촌동,단독다가구,3094.7482504722307,127.14472693241336,37.5282635714739
강동구,명일동,단독다가구,2178.6894453396294,127.15081019495686,37.54905366226175
강동구,상일동,단독다가구,1617.9567108397414,127.1696399453634,37.55110315997119
강동구,성내동,단독다가구,2504.691027691347,127.12899214043996,37.53049385169329
강동구,암사동,단독다가구,1862.712535512949,127.13106240400548,37.55780509238078
강동구,천호동,단독다가구,2402.4190569211346,127.12763147740576,37.544376009316714
강북구,미아동,단독다가구,2099.5682976683484,127.0238798762682,37.62109934674796
강북구,번동,단독다가구,1704.0510418128988,127.03675551051244,37.62904413412293
강북구,수유동,단독다가구,1680.9328767183915,127.00737178236452,37.63832677944964
강북구,우이동,단독다가구,1835.8706123422883,127.00051722444942,37.66328646306527
강서구,가양동,단독다가구,1683.3746658737127,126.85105981036835,37.567889449871224
강서구,개화동,단독다가구,2921.5671628578557,126.8035926508052,37.5871140137266
강서구,공항동,단독다가구,2948.8094196116303,126.80893306555524,37.55391791037705
강서구,내발산동,단독다가구,2295.786843249276,126.8333047024842,37.55249139372813
강서구,등촌동,단독다가구,1916.6999615937987,126.8543090962772,37.55456418997172
강서구,방화동,단독다가구,2047.9824128203177,126.81358719586136,37.57589544611857
강서구,염창동,단독다가구,1312.2699327104615,126.87178059435476,37.554549561429376
강서구,외발산동,단독다가구,3980.227424749164,126.8196337589572,37.54708772071814
강서구,화곡동,단독다가구,2172.5242575675243,126.8472706001972,37.540699201322994
관악구,남현동,단독다가구,3382.388070308579,126.97776851593538,37.46411143344172
관악구,봉천동,단독다가구,2425.000597260768,126.9534874765543,37.47797496610814
관악구,신림동,단독다가구,1967.6119702634924,126.93580773340328,37.46319952201074
광진구,광장동,단독다가구,3657.550543633294,127.1047097030555,37.547832780011206
광진구,구의동,단독다가구,2430.8587505626665,127.09284919894276,37.54440944937811
광진구,군자동,단독다가구,2357.5201517555943,127.07367190751611,37.55303731783956
광진구,능동,단독다가구,3217.537751724718,127.0817381550733,37.55057936342495
광진구,자양동,단독다가구,3571.133053028752,127.07452453170116,37.53169649781548
광진구,중곡동,단독다가구,1974.7746228700892,127.08878691844792,37.56353618720835
광진구,화양동,단독다가구,2765.5676035551237,127.0732226948858,37.54323211080179
구로구,가리봉동,단독다가구,1654.8802306329578,126.88803772989328,37.48270010632648
구로구,개봉동,단독다가구,1627.343531642566,126.8519426662647,37.494224747761535
구로구,고척동,단독다가구,1492.255426948746,126.858875817984,37.503168238245614
구로구,구로동,단독다가구,1695.2851117306177,126.88468696337424,37.49423457994257
구로구,궁동,단독다가구,2448.674481545358,126.82852559348945,37.500432768671565
구로구,신도림동,단독다가구,4349.690785506557,126.88218517004144,37.5099460149011
구로구,오류동,단독다가구,1696.0875957165742,126.83854726394608,37.4919918844728
금천구,가산동,단독다가구,1711.282840065887,126.8837782478907,37.47668465005587
금천구,독산동,단독다가구,1568.0856209974722,126.8982967098815,37.46747612339402
금천구,시흥동,단독다가구,1626.0073398115735,126.90928980328589,37.449530199101986
노원구,공릉동,단독다가구,2241.4407522701863,127.09101086682487,37.630496379881066
노원구,상계동,단독다가구,1468.9308446421965,127.07033673387208,37.67299194181273
노원구,월계동,단독다가구,1682.4260997565175,127.05674102546848,37.62824386541814
노원구,중계동,단독다가구,3605.755286009348,127.07999779125096,37.65101288661096
노원구,하계동,단독다가구,1499.7013552932913,127.0725099594334,37.63764458714343
도봉구,도봉동,단독다가구,1672.8225431180379,127.02923517733603,37.684848971479674
도봉구,방학동,단독다가구,1289.2376631406198,127.03106431008626,37.665283907981184
도봉구,쌍문동,단독다가구,1749.3162945369747,127.0270974101564,37.65335781177766
도봉구,창동,단독다가구,1921.7696626135814,127.04406470622502,37.647745491815094
동대문구,답십리동,단독다가구,2598.3447183343,127.05669876347422,37.57101949114032
동대문구,신설동,단독다가구,1924.7983949940076,127.02556085245747,37.5749436956359
동대문구,용두동,단독다가구,3007.4995524751753,127.03429171485794,37.57572086231629
동대문구,이문동,단독다가구,2932.675897270748,127.0632499833876,37.59946110520826
동대문구,장안동,단독다가구,1627.1229932569665,127.07002444607362,37.57020694782509
동대문구,전농동,단독다가구,3371.665936929702,127.05570536405564,37.57974743326816
동대문구,제기동,단독다가구,3344.8348609997756,127.03724055033032,37.583775030771534
동대문구,청량리동,단독다가구,3337.4161474995676,127.045288768553,37.5887959287965
동대문구,회기동,단독다가구,2837.559977717069,127.05145341917289,37.59373569617633
동대문구,휘경동,단독다가구,2550.107366695885,127.06452154066405,37.58821353212453
동작구,노량진동,단독다가구,4335.510326291802,126.94188374828862,37.511569947642336
동작구,대방동,단독다가구,3165.5855692502955,126.92800815596662,37.5068788212364
동작구,본동,단독다가구,8453.259730681517,126.95365895145984,37.5124477714215
동작구,사당동,단독다가구,3105.7974442086984,126.97231151798462,37.485622527920334
동작구,상도1동,단독다가구,9658.06760100835,126.95064170454968,37.50327443968304
동작구,상도동,단독다가구,3444.4111087154074,126.9440804462442,37.49870787980003
동작구,신대방동,단독다가구,2048.3443384341867,126.9171909623841,37.49267402527196
동작구,흑석동,단독다가구,5561.689643550633,126.96233704706508,37.50549290376016
마포구,공덕동,단독다가구,2898.54806135882,126.95494771882709,37.548070476424705
마포구,노고산동,단독다가구,5387.795429645409,126.93778538675218,37.55438895228857
마포구,대흥동,단독다가구,5228.625427514506,126.94319685161834,37.5498040641047
마포구,도화동,단독다가구,3624.56191530956,126.95004819946654,37.53975917629893
마포구,동교동,단독다가구,7485.113709214133,126.92515423679856,37.55759508575316
마포구,마포동,단독다가구,2029.7463307832413,126.94384420166696,37.53713452996969
마포구,망원동,단독다가구,3124.920563340411,126.89993048134066,37.555477732312426
마포구,상수동,단독다가구,4869.1312961686335,126.92448716178278,37.5466706437852
마포구,상암동,단독다가구,4896.73454213509,126.87988623319272,37.57072003647314
마포구,서교동,단독다가구,5384.873693285319,126.91879840951502,37.553839380609624
마포구,성산동,단독다가구,3530.48924025374,126.90469377493744,37.56565855521696
마포구,신공덕동,단독다가구,4469.174093005682,126.95594297545462,37.54413092481795
마포구,신수동,단독다가구,3666.766052257857,126.93682967808036,37.54857717559063
마포구,아현동,단독다가구,7553.575268817204,126.95631975429208,37.554468382783945
마포구,연남동,단독다가구,4974.8576363916645,126.92152855304708,37.5630232338545
마포구,염리동,단독다가구,4163.2074147947405,126.94732838463976,37.54913172008571
마포구,용강동,단독다가구,3465.489995631551,126.94045248143571,37.5414984909524
마포구,창전동,단독다가구,7680.879517226421,126.9300885513184,37.550265062353155
마포구,합정동,단독다가구,4509.765745067628,126.9090449981631,37.54702306046542
마포구,현석동,단독다가구,9358.24258328312,126.9343747096854,37.54222205707352
서대문구,남가좌동,단독다가구,2552.7096780992633,126.91944122847062,37.57562164983495
서대문구,대신동,단독다가구,3677.489309504452,126.94430948103827,37.56422006958602
서대문구,대현동,단독다가구,2491.090556189235,126.94631349624264,37.560412626930166
서대문구,북가좌동,단독다가구,2444.6447780106732,126.91118899754072,37.57880151045278
서대문구,북아현동,단독다가구,5351.954470688181,126.95438644117792,37.5624196966443
서대문구,신촌동,단독다가구,1182.415437604875,126.94139603706329,37.56554452948296
서대문구,연희동,단독다가구,2848.986357062663,126.93282762424415,37.57198173019036
서대문구,옥천동,단독다가구,3747.879412522546,126.95912788407594,37.56935098044264
서대문구,창천동,단독다가구,2183.8382282249822,126.9342113696831,37.55869869335811
서대문구,천연동,단독다가구,2719.9820141639416,126.9594360612699,37.56790609966186
서대문구,충정로2가,단독다가구,18525.54587618471,126.96417623409316,37.564853948305114
서대문구,충정로3가,단독다가구,5500.100429149954,126.96196372689748,37.562117013495346
서대문구,홍은동,단독다가구,2259.1063808353515,126.9385709042098,37.59302549117553
서대문구,홍제동,단독다가구,2191.8012714877273,126.94895107306588,37.58707668244387
서초구,내곡동,단독다가구,6652.281240468086,127.0767406910146,37.458149770465056
서초구,반포동,단독다가구,5805.564485388442,127.00076347605462,37.50396464822147
서초구,방배동,단독다가구,3952.3766966429084,126.99311799562292,37.47949267195766
서초구,서초동,단독다가구,3660.24922471475,127.01680535750032,37.48837476066834
서초구,신원동,단독다가구,3986.445478887827,127.06217060245564,37.4440741995561
서초구,양재동,단독다가구,3322.6163301610027,127.03742173850948,37.47196936465512
서초구,염곡동,단독다가구,3611.21894603176,127.0536509816786,37.46367010994744
서초구,우면동,단독다가구,4683.049558840229,127.01794436004808,37.46593428048647
서초구,잠원동,단독다가구,4090.0694719208773,127.00909158692494,37.51510276517586
성동구,금호동2가,단독다가구,1598.10773480663,127.02041492867168,37.55303985493152
성동구,금호동3가,단독다가구,3199.29238345857,127.01955708315214,37.549892457775286
성동구,금호동4가,단독다가구,7273.195814861021,127.024301485942,37.545465930717256
성동구,도선동,단독다가구,3638.0952133198657,127.03355005061894,37.56381115501381
성동구,마장동,단독다가구,2265.035596954967,127.04074278864152,37.567364209303
성동구,사근동,단독다가구,2244.743756945465,127.04760047694192,37.55890772349832
성동구,성수동1가,단독다가구,6307.5256280659105,127.04282053255558,37.54361013482139
성동구,성수동2가,단독다가구,7154.273180607863,127.0566360208888,37.5406864075005
성동구,송정동,단독다가구,3399.226656062861,127.0620787208393,37.553179752690966
성동구,옥수동,단독다가구,2571.54885649191,127.02058997393202,37.540887663500186
성동구,용답동,단독다가구,4096.958807094436,127.0563597635983,37.56146709144105
성동구,응봉동,단독다가구,2142.6481481481483,127.03380803625718,37.550887159014245
성동구,하왕십리동,단독다가구,2130.7270463213104,127.0280249710694,37.56398726679418
성동구,행당동,단독다가구,3035.964025128873,127.03598863989598,37.55762723715426
성동구,홍익동,단독다가구,2847.2229545125238,127.03234853205322,37.56649089343599
성북구,길음동,단독다가구,2781.480651453173,127.0221422467614,37.60859152447063
성북구,돈암동,단독다가구,1953.9824730038563,127.0182784560044,37.59779444774695
성북구,동선동1가,단독다가구,2233.3357595589778,127.0182358064756,37.59231396867162
성북구,동선동2가,단독다가구,2548.775212814523,127.02002168547628,37.590179035535975
성북구,동선동3가,단독다가구,2098.360512465901,127.02068356837148,37.5939320490987
성북구,동선동4가,단독다가구,2612.1463699648134,127.01862413506754,37.59519640054105
성북구,동선동5가,단독다가구,5278.203398235919,127.01666926862214,37.596286610248455
성북구,동소문동1가,단독다가구,2999.96975044114,127.00726437124564,37.590039325998234
성북구,동소문동2가,단독다가구,2833.919457735248,127.00826467260065,37.58872066003147
성북구,동소문동3가,단독다가구,4499.38752362949,127.01125343777233,37.59038714897721
성북구,동소문동4가,단독다가구,4711.793130256552,127.01065603977528,37.59175708071464
성북구,동소문동5가,단독다가구,2865.1242867349793,127.01538660608534,37.59163936087722
성북구,동소문동6가,단독다가구,5177.732428985419,127.01425561708612,37.59353155201267
성북구,동소문동7가,단독다가구,1802.5021682275178,127.01419803536376,37.59632605151137
성북구,보문동1가,단독다가구,2325.145376194958,127.01966765470632,37.58649815177395
성북구,보문동2가,단독다가구,2758.569233382772,127.01823149269512,37.58575726756298
성북구,보문동3가,단독다가구,1738.508906385608,127.01636366042452,37.58396377942942
성북구,보문동4가,단독다가구,2358.8519781178147,127.0213675518561,37.58291802529641
성북구,보문동5가,단독다가구,2450.1050126611963,127.02008518496882,37.582398456646075
성북구,보문동6가,단독다가구,2411.5844196856315,127.01886416937695,37.58039122012148
성북구,보문동7가,단독다가구,1835.263116740949,127.0223785070424,37.579773680700086
성북구,삼선동1가,단독다가구,2028.0060229507444,127.0078933542153,37.5849131322796
성북구,삼선동2가,단독다가구,1880.985829939861,127.01137580783735,37.58387954805537
성북구,삼선동3가,단독다가구,1536.1263162247567,127.01306627243676,37.586543216665405
성북구,삼선동4가,단독다가구,4082.6439455782984,127.01316770762286,37.5900247762906
성북구,삼선동5가,단독다가구,2364.568224753121,127.01587788024752,37.588540827788385
성북구,상월곡동,단독다가구,2152.1321171350346,127.04777420744264,37.6061701407617
성북구,석관동,단독다가구,2306.4405400265273,127.06148091611152,37.6082658183207
성북구,성북동,단독다가구,4117.265715445434,126.99291261828093,37.597245010994975
성북구,성북동1가,단독다가구,6518.02614520311,127.00370311178123,37.58952568653537
성북구,안암동1가,단독다가구,1341.0510209162146,127.02210700764752,37.58870611055133
성북구,안암동2가,단독다가구,1534.5754395229646,127.02318669915104,37.58690018393774
성북구,안암동3가,단독다가구,1946.2377318517701,127.0233367300506,37.58354634953801
성북구,안암동5가,단독다가구,2578.2539593522497,127.02838532417744,37.58845682267109
성북구,장위동,단독다가구,2474.7479874770024,127.04991549658914,37.61521889311376
성북구,정릉동,단독다가구,2383.3239894986295,126.99766937098944,37.615586951442225
성북구,종암동,단독다가구,2643.842635993592,127.03390334508477,37.59717389335986
성북구,하월곡동,단독다가구,3751.446601101923,127.03935699563534,37.60468156510123
송파구,가락동,단독다가구,2343.9402257309166,127.11840441939488,37.49568677990765
송파구,거여동,단독다가구,2106.129393243392,127.14497969053632,37.489726894027825
송파구,마천동,단독다가구,2835.268155874545,127.15275251791014,37.49848696830423
송파구,문정동,단독다가구,2295.1867079636195,127.12255946532606,37.48558503611152
송파구,방이동,단독다가구,2647.9347438792656,127.12538894253488,37.51567462461493
송파구,삼전동,단독다가구,2912.115874102958,127.09188803768618,37.50190204743216
송파구,석촌동,단독다가구,3037.9222695210137,127.10251312460892,37.502726254178654
송파구,송파동,단독다가구,3099.919785253359,127.11354718758948,37.50510761154363
송파구,오금동,단독다가구,2119.636072550789,127.13402013341098,37.50400505475779
송파구,잠실동,단독다가구,2812.098507751615,127.08339049764068,37.5119628280698
송파구,풍납동,단독다가구,1858.0900797065626,127.1139970165966,37.53320666327234
양천구,목동,단독다가구,2433.144872739213,126.874521339432,37.53604466340131
양천구,신월동,단독다가구,1397.5833444880525,126.83432123077874,37.52660593745799
양천구,신정동,단독다가구,2278.2707489473432,126.8557190417005,37.51519455087799
영등포구,당산동1가,단독다가구,2729.3341452006393,126.8985127612387,37.52168456030789
영등포구,당산동2가,단독다가구,3197.3558651343633,126.893705744736,37.52248372355299
영등포구,당산동3가,단독다가구,2340.673089505248,126.89711351458064,37.52586213949938
영등포구,당산동4가,단독다가구,1652.9,126.89913605068972,37.52903856574709
영등포구,당산동6가,단독다가구,3880.1726688957738,126.90288026026408,37.5346606208331
영등포구,대림동,단독다가구,2041.885868964635,126.900128911302,37.49542734758569
영등포구,도림동,단독다가구,2882.761777983931,126.90054204843766,37.50910124208346
영등포구,문래동2가,단독다가구,6576.360633586067,126.89309465512348,37.5127780462451
영등포구,문래동3가,단독다가구,13079.221315054549,126.89571530396154,37.5172701913735
영등포구,문래동4가,단독다가구,4996.065528848357,126.8898729907114,37.51446764686954
영등포구,문래동5가,단독다가구,1067.9619715709805,126.88385584048704,37.516682920081536
영등포구,신길동,단독다가구,3038.703429676074,126.91361404352892,37.506064430223205
영등포구,양평동1가,단독다가구,2200.089649570205,126.88869864627355,37.523190208593505
영등포구,양평동2가,단독다가구,2723.581140574754,126.88375778087908,37.5234270604656
영등포구,양평동3가,단독다가구,3419.140405170332,126.89104772041624,37.52903606607547
영등포구,양평동4가,단독다가구,4918.115859340182,126.89615163446744,37.5363178277667
영등포구,양평동5가,단독다가구,2649.635107488987,126.89264505361884,37.539366659570625
영등포구,영등포동,단독다가구,1076.7222751827137,126.90691319479248,37.51378577572174
영등포구,영등포동2가,단독다가구,9213.757957825508,126.9121946850571,37.520609857723166
영등포구,영등포동5가,단독다가구,2089.457272880499,126.90668058866623,37.52107507205193
영등포구,영등포동6가,단독다가구,3477.077777443388,126.90307415213174,37.52163220111002
영등포구,영등포동7가,단독다가구,4138.818988174887,126.90711967736986,37.52429193122779
영등포구,영등포동8가,단독다가구,13210.228083012471,126.90529436924352,37.52829994600516
용산구,갈월동,단독다가구,5580.948460182337,126.97236574614853,37.54540641157512
용산구,남영동,단독다가구,4857.102547756934,126.97336209775143,37.54286180029602
용산구,동빙고동,단독다가구,11902.41765045119,126.99514525873006,37.524461611559005
용산구,보광동,단독다가구,7340.110828426074,127.00093636641196,37.526871808980935
용산구,산천동,단독다가구,5123.708400344411,126.95143524922042,37.5354857944641
용산구,서계동,단독다가구,2680.7720755490413,126.9667991722266,37.55216608069694
용산구,서빙고동,단독다가구,5205.539773150262,126.99131142792916,37.51862166444776
용산구,신창동,단독다가구,5183.137184179348,126.95497810633758,37.53577367952522
용산구,용문동,단독다가구,6171.853421697827,126.95969085130466,37.53765917878438
용산구,용산동2가,단독다가구,3708.595489488915,126.98501900875516,37.54288619825783
용산구,원효로1가,단독다가구,6544.260069438168,126.96744687217809,37.53998055515266
용산구,원효로2가,단독다가구,5661.749257895792,126.96333967525436,37.53629745084032
용산구,원효로3가,단독다가구,4129.23261764301,126.95765932564396,37.534327056229394
용산구,원효로4가,단독다가구,11895.377573368376,126.95071627640822,37.53255077429333
용산구,이태원동,단독다가구,5523.468970283801,126.9925227651108,37.53851001601468
